ID,Nomination Date,Genus,Species,Common Name,Public Yes/No,Diameter (DBH - inches),Height (ft),Spread,Subjective Points,Date Modified,Latitude,Longitude,OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,TRACT_DESCRIPTION,Shape_Length,Shape_Area
10014,10/5/2010 0:00,Pinus,taeda,Loblolly Pine,Yes,30,82,45,4,11/8/2010 0:00,36.914,-76.277,16,51,710,1500,51710001500,15,Census Tract,G5020,S,861348,91921,36.9134612,-76.2844792,COLONY POINT,0.049496174,9.64E-05
13007,12/6/2012 0:00,Ailanthus,altissima,Tree of Heaven,Yes,13,30,48,0,7/28/2014 0:00,36.915,-76.282,16,51,710,1500,51710001500,15,Census Tract,G5020,S,861348,91921,36.9134612,-76.2844792,COLONY POINT,0.049496174,9.64E-05
17036,10/7/2017 0:00,Ulmus,americana,American Elm,No,46,74,91,,10/7/2017 0:00,36.914,-76.285,16,51,710,1500,51710001500,15,Census Tract,G5020,S,861348,91921,36.9134612,-76.2844792,COLONY POINT,0.049496174,9.64E-05
13084,6/17/2013 0:00,Quercus,virginiana,Live Oak,yes,64,40,46,10,6/17/2013 0:00,36.911,-76.278,16,51,710,1500,51710001500,15,Census Tract,G5020,S,861348,91921,36.9134612,-76.2844792,COLONY POINT,0.049496174,9.64E-05
13008,12/6/2012 0:00,Araucaria,heterophylla,Norfolk Pine,Yes,14,40,29,0,10/27/2014 0:00,36.915,-76.295,17,51,710,1600,51710001600,16,Census Tract,G5020,S,501432,8666,36.912944,-76.2950247,TITUSTOWN,0.045754016,5.16E-05
17065,11/9/2017 0:00,Ulmus,parvifolia,Chinese Elm,Yes,23,45,64,,11/9/2017 0:00,36.915,-76.294,17,51,710,1600,51710001600,16,Census Tract,G5020,S,501432,8666,36.912944,-76.2950247,TITUSTOWN,0.045754016,5.16E-05
17066,11/9/2017 0:00,Pinus,taeda,Loblolly Pine,Yes,37,96,54,,11/9/2017 0:00,36.915,-76.295,17,51,710,1600,51710001600,16,Census Tract,G5020,S,501432,8666,36.912944,-76.2950247,TITUSTOWN,0.045754016,5.16E-05
13063,3/6/2013 0:00,Acer,saccharum,Sugar Maple,Yes,36,70,30,4,1/3/2015 0:00,36.91,-76.277,18,51,710,1700,51710001700,17,Census Tract,G5020,S,1066503,252185,36.9050782,-76.2826278,TALBOT PARK,0.051757387,0.00013333
17039,7/17/2017 0:00,Zelkova,serrata,Japanese Zelkova,Yes,4,15,10,,7/17/2017 0:00,36.907,-76.28,18,51,710,1700,51710001700,17,Census Tract,G5020,S,1066503,252185,36.9050782,-76.2826278,TALBOT PARK,0.051757387,0.00013333
17038,7/17/2017 0:00,Fraxinus,pennsylvanica,Green Ash,Yes,17,54,44,,7/17/2017 0:00,36.907,-76.28,18,51,710,1700,51710001700,17,Census Tract,G5020,S,1066503,252185,36.9050782,-76.2826278,TALBOT PARK,0.051757387,0.00013333
17037,7/17/2017 0:00,Platanus,x acerifolia,London Plane,Yes,27,77,65,,7/17/2017 0:00,36.907,-76.28,18,51,710,1700,51710001700,17,Census Tract,G5020,S,1066503,252185,36.9050782,-76.2826278,TALBOT PARK,0.051757387,0.00013333
13049,6/30/2013 0:00,Ilex,cornuta,Chinese Holly,Yes,32,24,33,5,7/28/2014 0:00,36.907,-76.276,18,51,710,1700,51710001700,17,Census Tract,G5020,S,1066503,252185,36.9050782,-76.2826278,TALBOT PARK,0.051757387,0.00013333
11066,5/11/2012 0:00,Quercus,virginiana,Live Oak,Yes,30,48,34,0,5/11/2012 0:00,36.899,-76.261,19,51,710,2000,51710002000,20,Census Tract,G5020,S,922706,263931,36.8966314,-76.2604123,ROLAND PARK,0.053302001,0.000119966
11063,9/13/2010 0:00,Quercus,phellos,Willow Oak,Yes,39,48,62,3,7/21/2014 0:00,36.889,-76.263,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
16007,4/25/2016 0:00,Gleditsia,triacanthos,Honeylocust,,17,40,46,0,4/25/2016 0:00,36.888,-76.264,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
10042,10/23/2012 0:00,Quercus,hemisphaerica,Darlington Oak,yes,4,20,18,0,5/5/2014 0:00,36.89,-76.263,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
10043,10/23/2012 0:00,Diospyros,virginiana,"Persimmon, Common",yes,16,72,30,0,5/5/2014 0:00,36.89,-76.263,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
10017,4/17/2010 0:00,Ulmus,americana,American Elm,Yes,39,48,63,2,7/21/2014 0:00,36.886,-76.273,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
13085,5/8/2013 0:00,Ilex,vomitoria,Yaupon Holly,yes,23,40,16,14,5/8/2013 0:00,36.887,-76.267,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
11060,9/14/2010 0:00,Liquidambar,styraciflua,Sweetgum,Yes,57,112,81,3,12/5/2014 0:00,36.89,-76.264,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
13086,5/8/2013 0:00,Celtis,occidentalis,"Hackberry, Northern",yes,36,82,45,6,5/8/2013 0:00,36.887,-76.267,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
14016,11/5/2014 0:00,Quercus,pagoda,Cherrybark Oak,Yes,48,104,105,0,11/5/2014 0:00,36.89,-76.264,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
12012,10/23/2012 0:00,Quercus,chapmanii Sarg.,Chapman Oak,yes,3,9,10,0,5/5/2014 0:00,36.891,-76.263,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
13089,5/8/2013 0:00,Quercus,phellos,Willow Oak,yes,39,65,39,10,5/8/2013 0:00,36.887,-76.266,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
11015,8/30/2010 0:00,Quercus,velutina,Black Oak,Yes,65,53,42,6,2/22/2011 0:00,36.889,-76.264,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
14017,5/5/2014 0:00,Quercus,nigra,Water Oak,,4,24,20,0,5/5/2014 0:00,36.89,-76.263,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
11045,3/11/2012 0:00,Quercus,falcata,Southern Red Oak,Yes,51,78,120,0,9/22/2014 0:00,36.891,-76.262,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
13095,5/14/2012 0:00,Quercus,virginiana,Live Oak,Yes,60,96,60,0,6/9/2014 0:00,36.89,-76.262,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
11048,3/11/2012 0:00,Quercus,nigra,Water Oak,Yes,39,70,92,3,9/22/2014 0:00,36.891,-76.261,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
16006,11/4/2016 0:00,Prunus,serotina,Black Cherry,,53,48,59,0,11/4/2016 0:00,36.888,-76.264,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
10052,9/13/2010 0:00,Tilia,americana,American Basswood,yes,21,95,23,0,12/5/2014 0:00,36.888,-76.266,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
11023,10/30/2012 0:00,Catalpa,bignonioides,"Catalpa, Southern",Yes,22,75,24,0,10/30/2012 0:00,36.889,-76.266,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
11040,2/11/2012 0:00,Quercus,falcata,Southern Red Oak,Yes,60,80,147,6,12/5/2014 0:00,36.89,-76.262,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
11042,3/11/2012 0:00,Quercus,marilandica,Black Jack Oak,Yes,22,44,45,0,6/30/2014 0:00,36.89,-76.279,21,51,710,2200,51710002200,22,Census Tract,G5020,S,1486455,883212,36.8967187,-76.2806643,"RIVERPOINT, BELVEDERE",0.077782745,0.000239568
13018,10/19/2013 0:00,Pinus,palustris,Longleaf Pine,Yes,4,20,6,0,11/8/2014 0:00,36.9,-76.271,21,51,710,2200,51710002200,22,Census Tract,G5020,S,1486455,883212,36.8967187,-76.2806643,"RIVERPOINT, BELVEDERE",0.077782745,0.000239568
11032,10/31/2012 0:00,Maclura,pomifera,Osage-Orange,Yes,7,30,45,5,6/30/2014 0:00,36.889,-76.279,21,51,710,2200,51710002200,22,Census Tract,G5020,S,1486455,883212,36.8967187,-76.2806643,"RIVERPOINT, BELVEDERE",0.077782745,0.000239568
10016,4/17/2010 0:00,Quercus,phellos,Willow Oak,Yes,44,105,147,5,11/8/2014 0:00,36.89,-76.278,21,51,710,2200,51710002200,22,Census Tract,G5020,S,1486455,883212,36.8967187,-76.2806643,"RIVERPOINT, BELVEDERE",0.077782745,0.000239568
11055,8/22/2011 0:00,Quercus,nigra,Water Oak,Yes,32,96,25,0,4/11/2012 0:00,36.897,-76.285,21,51,710,2200,51710002200,22,Census Tract,G5020,S,1486455,883212,36.8967187,-76.2806643,"RIVERPOINT, BELVEDERE",0.077782745,0.000239568
10020,4/17/2010 0:00,Quercus,phellos,Willow Oak,Yes,54,96,96,8,7/21/2014 0:00,36.898,-76.279,21,51,710,2200,51710002200,22,Census Tract,G5020,S,1486455,883212,36.8967187,-76.2806643,"RIVERPOINT, BELVEDERE",0.077782745,0.000239568
